WORLD,NAME,AGE GROUP,GENDER ,OCCULT,ETHNICITY,JOB,JOB DETAIL / BRANCH AND LEVEL,NOTES,PLAYABLE SIM,STATUS,Family Status,"LOT VALUE
=IF(Lots!I#="""","""",Lots!I#)",HOUSEHOLD FUNDS,BANK CASH,TOTAL,WEALTH CLASS,INDIVIDUAL WEALTH CLASS,CLUB,FAME LEVEL,PET,PET NOTES,PRESTIGE RANK,SUGAR,DOS,OWES KASON MONEY,OWES KASON TIME,FAITH,ADDICTION,ALIGNMENT,POWER SOURCE,FORM LEVEL,MAGICAL ABILITIES,SPELLS,ALCHEMY POTIONS,ALTAR CONFIGURATIONS,OCCULT GROUP,LANGUAGE SPOKEN,POLITICAL ALIGNMENT,ORIENTATION
Henford-on-Bagley,Lenore Usher,Child,Female,Human,Western Simli & Eastern Simli,"Elite Private School Child , Youth Horse Club Member",,,No,Not Started,Ashcroft_Faircroft_Croftcroft_Ironsoul_Grayhawk_Moretti_Usher_Vionna_Kaltman,,"Same as Morella Usher, Same Household",,,,Middle Class,Cedar Creek Country Club,,,,,,,,,,,,,,,,,,,Simlish,,
Henford-on-Bagley,Agnes Crumplebottom,Elder,Female,Human,South Windenburgian,GARDEN SHOP OWNER NPCS,,,No,Ongoing,Has Siblings is divorced,,In Game,,,,,,,,,,,,,,,,,,,,,,,,Windenburgish,,Straight
Henford-on-Bagley,Agatha Crumplebottom,Elder,Female,Human,Western Simli,GARDEN SHOP OWNER NPCS,,,No,Ongoing,Has Siblings,,In Game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Henford-on-Bagley,Michael Bell,Adult,Male,Human,Western Simli,CREATURE KEEPER NPCS,,,No,Ongoing,,,In Game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Henford-on-Bagley,Kim Goldbloom,Young Adult,Female,Human,Western Simli,GROCERY SHOP OWNER NPCS,,,No,Ongoing,,,In Game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Henford-on-Bagley,Simon Scott,Young Adult,Male,Human,Western Simli,PUB OWNER NPCS,,,No,Ongoing,Married,,In Game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Henford-on-Bagley,Sara Scott,Young Adult,Female,Human,Western Simli,PUB OWNER NPCS,,,No,Ongoing,Married,,In Game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Henford-on-Bagley,Thomas Watson,Young Adult,Male,Human,North Windenburgian,Unemployed,,,No,Not Started,Watson,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
Henford-on-Bagley,Rahmi Watson,Young Adult,Female,Human,North Windenburgian,Active Fashion Designer,,GIVE JOB,No,Not Started,Watson,,In Game,,,,,The Fashion Forward Club,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
Henford-on-Bagley,Imran Watson,Child,Male,Human,North Windenburgian,"Boarding-Militant School Child , Acting Classes",,Give Jobs,No,Not Started,Watson,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,
Henford-on-Bagley,Maira Watson,Child,Female,Human,North Windenburgian,"Boarding-Militant School Child , Science Club",,Give Jobs,No,Not Started,Watson,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,
Henford-on-Bagley,Rashidah Watson,Teenager,Female,Human,North Windenburgian,"Boarding-Militant School Student, Bullet Club ,The Performing Arts and Dance Club",,GIVE JOBS,No,Not Started,Watson,,In Game,,,,,"The Performing Arts and Dance Club , The Performing Arts and Dance Club",,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
Henford-on-Bagley,Lavina Chopra,Adult,Female,Human,North Windenburgian,VILLAGE MAYOR NPCS,,,No,Not Started,Has Kids,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
Henford-on-Bagley,Rahul Chopra,Teenager,Male,Human,North Windenburgian,"Alternative Public School Student , GROCERY DELIVERY NPCS",,GIVE JOBS,No,Not Started,Has parents,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
Henford-on-Bagley,Aldric Fenlow,Adult,Male,Human,Ravenian,Religious Official,,,No,Not Started,,,"§40,000",,"§40,000",Poor,Poor,The Cowplant Society,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Ravena,,Both Genders
Innisgreen,Auriela Moon,Young Adult,Female,Sylvan Fae,Ravenian,NPC-Agent,,etheral guardian,No,Ongoing,Moon,,"§10,000",,"§10,000",Poor,Poor,The Sylvan Circle,,,,,,,,,,,Neutral,,5,all,all,all,all,,"Simlish , Ravena",,Straight
Innisgreen,Moss Verdance,Adult,Male,Sylvan Fae,Selvadoradian,NPC-Agent,,"obsessed with baby making, mostly an npc, might play as once or twice, ringleader of good fairies, tho he's kinda grey and not exactly  pure",No,Ongoing,Verdance,,§500,,§500,Destitute,Destitute,"The Sylvan Circle , Unexplained Anomalies Enthusiasts",,,,,,,,,,,Good,Nature,3,"sprite form, dryad, magic mentor, fairy dust","Fertility spell, flora vitalis, herba incrementum, harba partum, implementio, ivy wrap, sanctuary, sana, viriditas extractum",bottled benevolence,,,"Simlish , Selvadoradian",,Straight
Innisgreen,Sylas Verdance,Child,Male,Plantsim,Nature,NPC-Agent,,"young protégé of Thorne, also kinda siblings",No,Ongoing,Verdance,,"Same as Thorne, Same household",,,,Destitute,The Sylvan Circle,,,,,,,,,,,,,1,Floral photosynthesis,,,,,Simlish,,
Innisgreen,Sylvan Verdance,Teenager,Male,Plantsim,Nature,"NPC-Agent , Occult High School",,"young protégé of Thorne, also kinda siblings",No,Ongoing,Verdance,,"Same as Thorne, Same household",,,,Destitute,The Sylvan Circle,,,,,,,,,,,,,2,"Floral photosynthesis,  Sunlight Charge, Subterranean travel",,,,,Simlish,,Same Gender
Innisgreen,Umbra Noctelle,Adult,Female,Sylvan Fae,Eastern Simli,NPC-Agent,,,No,Ongoing,,,"§50,000",,"§50,000",Poor,Poor,The Sylvan Circle,,,,,,,,,,,Evil,Darkness,4,"Fairy dust, sprite form, magic mentor, studious, teleportation","Sangius vitam, Morbus, irrelevio, Impotentia curse, Fearless spell, excruciate, epidermal hex, doppelganger conjuration, biblio acceleratium, banishment, astral projection","Vial of pure evil, elixir of necrotic magic",,,Simlish,,Straight
Innisgreen,Brogla Meadowlark,Young Adult,Female,Sylvan Fae,Western Simli,NPC-Agent,,"lives with animals, mainly an npc",No,Ongoing,Meadowlark,,§500,,§500,Destitute,Destitute,The Sylvan Circle,,,,,,,,,,,Good,Fauna,5,"healing dust, teleportation, sprite form, fairy dust","call forth, Cleanse, displacement, exemplum, fearless spell, fertility spell, motive manipulation, sana, transfigure",,,,Simlish,,Straight
Innisgreen,Tarin Meadowlark,Toddler,Male,Satyr,Nature,NPC-Agent,,adopted by Brogla,No,Ongoing,Meadowlark,,"Same as wren, same household",,,,Destitute,The Sylvan Circle,,,,,,,,,,,,,,,,,,,Simlish,,
Innisgreen,Marwen Ironsoul,Elder,Female,Human,Selvadoradian,Museum Archaeologist/Geologist,,Tourmaline Ashcrost and Ferren Ironsoul's mom,No,Not Started,Ashcroft_Faircroft_Croftcroft_Ironsoul_Grayhawk_Moretti_Usher_Vionna_Kaltman,,"§30,000",,"§30,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Straight
Innisgreen,Orlan Ironsoul,Adult,Male,Everdew Fairy,Selvadoradian,Naturopath,,Tourmaline Ashcrost and Ferren Ironsoul's dad,No,Not Started,Ashcroft_Faircroft_Croftcroft_Ironsoul_Grayhawk_Moretti_Usher_Vionna_Kaltman,,"Same as Marwen, same household",,,,Poor,"The Cowplant Society , Unexplained Anomalies Enthusiasts",,,,,,,,,Cult of the Cowplant,,,,,,,,,,"Simlish , Selvadoradian",,Straight
Innisgreen,Mother Nature,Young Adult,Female,Mother Nature,Nature,NPC-Agent,,,No,Ongoing,Nature,,in game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Both Genders
Innisgreen,Spruce Almighty,Adult,Other,Spruce Almighty,Nature,NPC-Agent,,,No,Ongoing,Nature,,in game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Both Genders
Innisgreen,Goddess of Nature,Adult,Female,Goddess of Nature,Nature,NPC-Agent,,,No,Not Started,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Both Genders
Innisgreen,Care Ren,Adult,Female,Everdew Fairy,Western Simli,NPC-Agent,,,No,Ongoing,,,in game,,,,,,,,,,,,,,,,,,4,,,,,,Simlish,,Straight
Innisgreen,Glen Nhoam,Elder,Male,Human,Ravenian,Writer,,"Bestselling Gnome Erotica writer
Writer branch",Yes,Not Started,,,in game,,,,,"The Library Club , The Barbie Fan Club",,,,,,,,,,,,,,,,,,,"Simlish , Ravena",,Straight
Innisgreen,Zhaleh Amani,Elder,Female,Everdew Fairy,Western Simli,Retired,,Give career,No,Not Started,,,in game,,,,,,,,,,,,,,,,,,3,,,,,,Simlish,,Straight
Innisgreen,Joe Trader,Young Adult,Male,Human,Western Simli,Unemployed,,Ex with Nadya Kishka,No,Not Started,,,in game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Innisgreen,Ayo Ladipo,Adult,Other,Human,Eastern Simli,Tech Guru,,,No,Not Started,Ladipo,,in game,,,,,"The Barbie Fan Club , The STEM Society",,,,,,,,,,,,,,,,,,,Simlish,,Both Genders
Innisgreen,Flora Ladipo,Adult,Female,Human,Eastern Simli,Freelancer,,Artist,No,Not Started,Ladipo,,in game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Innisgreen,Iris Ladipo,Young Adult,Female,Human,Eastern Simli,Salary Person,,"quits job, changes name to Edelweiss, and turns her life into a nature driven one, becoming an everdew fairy first then a sylvain fae hybrid, and everdew fae, with the help of her bestie Nadya Kishka, lives in Bard Boulevard, moves ou to crannamor Residential lot once Nadya gets married. strained relationship with her parents",Yes,Not Started,Ladipo,,in game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Innisgreen,Nadya Kishka,Young Adult,Female,Everdew Fairy,Tomaruan,Daycare Teacher,,"Iris's best pal, ex with Joe trader, GIVE JOB",No,Not Started,,,in game,,,,,,,,,,,,,,,,,,2,,,,,,"Simlish , Tomaru",,Straight
Innisgreen,Bramble Dewhollow,Adult,Male,Everdew Fairy,Western Simli,Naturopath,,,No,Not Started,Dewhollow,,"§9,000",,"§9,000",Destitute,Destitute,,,,,,,,,,,,,,5,,,,,,Simlish,,Straight
Innisgreen,Yarrow Dewhollow,Adult,Female,Everdew Fairy,Western Simli,Naturopath,,,No,Not Started,Dewhollow,,"Same as Bramble, Same Household",,,,Destitute,,,,,,,,,,,,,,5,,,,,,Simlish,,Straight
Innisgreen,Pip Dewhollow,Teenager,Male,Everdew Fairy,Western Simli,"Occult High School , Arts and craft Club Member",,,No,Not Started,Dewhollow,,"Same as Bramble, Same Household",,,,Destitute,,,,,,,,,,,,,,3,,,,,,Simlish,,Straight
Innisgreen,Oleander Dewhollow,Child,Female,Everdew Fairy,Western Simli,"Occult Grade School , Acting Classes",,,No,Not Started,Dewhollow,,"Same as Bramble, Same Household",,,,Destitute,"The Art Appreciation Society , The Performing Arts and Dance Club",,,,,,,,,,,,,,,,,,,Simlish,,
Innisgreen,Primrose Dewhollow,Toddler,Female,Everdew Fairy,Western Simli,,,,No,Not Started,Dewhollow,,"Same as Bramble, Same Household",,,,Destitute,,,,,,,,,,,,,,,,,,,,Simlish,,
Innisgreen,Mosslet Dewhollow,Infant,Male,Everdew Fairy,Western Simli,,,,No,Not Started,Dewhollow,,"Same as Bramble, Same Household",,,,Destitute,,,,,,,,,,,,,,,,,,,,Simlish,,
Innisgreen,Dewdrop Dewhollow,Newborn,Female,Everdew Fairy,Western Simli,,,,No,Not Started,Dewhollow,,"Same as Bramble, Same Household",,,,Destitute,,,,,,,,,,,,,,,,,,,,Simlish,,
Innisgreen,Aconite Foxglove,Young Adult,Other,Plantsim,Nature,NPC-Agent,,Close with Ophelia Frump,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,The Sylvan Circle,,,,,,,,,,,,,4,"Chloro-Blast, Florakinesis , Fertilizing Network, Floral Photosynthesis, Phermones Phytomutation, Sunlight Charge,Subterranean Travel",,,,Spring,Simlish,,Straight
Innisgreen,Baobab Oak,Adult,Male,Plantsim,Nature,NPC-Agent,,Close with Moss Verdance,No,Not Started,,,§500,,§500,Destitute,Destitute,The Sylvan Circle,,,,,,,,,,,,,3,"Subterranean Travel, Fertilizing Network , Spriggan Form",Spriggan,,,Fall,Simlish,,Straight
Innisgreen,Linnea Selvatica,Adult,Female,Plantsim,Nature,NPC-Agent,,Mirrored duplicate of sis,No,Not Started,Selvatica,,"§3,000",,"§3,000",Destitute,Destitute,The Sylvan Circle,,,,,,,,,,,,,2,"Floral Photosynthesis, Subterranean Travel",,,,Summer,Simlish,,Straight
Innisgreen,Linnea Selvatica,Adult,Female,Plantsim,Nature,NPC-Agent,,,No,Not Started,Selvatica,,Same as Linnea Same household,,,,Destitute,The Sylvan Circle,,,,,,,,,,,,,2,,,,,Summer,Simlish,,Straight
Innisgreen,Mimosa Canna,Child,Female,Plantsim,Nature,NPC-Agent,,,No,Not Started,,,"§3,000",,"§3,000",Destitute,Destitute,The Sylvan Circle,,,,,,,,,,,,,3,"Floral Photosynthesis, Subterranean Travel, Fertilizing Network",,,,Summer,Simlish,,
Innisgreen,Euclea Fernaris,Young Adult,Other,Plantsim,Nature,NPC-Agent,,,No,Not Started,,,"§3,000",,"§3,000",Destitute,Destitute,The Sylvan Circle,,,,,,,,,,,,,2,"Floral Photosynthesis, Subterranean Travel",,,,Winter,Simlish,,Straight
Innisgreen,Aegara Caprine,Adult,Male,Satyr,Nature,NPC-Agent,,Frends with Brogla Medowlark,No,Not Started,Caprine,,§500,,§500,Destitute,Destitute,"The Sylvan Circle , Unexplained Anomalies Enthusiasts",,,,,,,,,,,,,,,,,,,Simlish,,Straight
Innisgreen,Helion Caprine,Toddler,Female,Satyr,Nature,NPC-Agent,,,No,Not Started,Caprine,,"Same as Aeara, Same Household",,,,Destitute,The Sylvan Circle,,,,,,,,,,,,,,,,,,,Simlish,,
Innisgreen,Falconeri Marrox,Child,Male,Satyr,Nature,NPC-Agent,,,No,Not Started,,,"Same as Aeara, Same Household",,,,Destitute,The Sylvan Circle,,,,,,,,,,,,,,,,,,,Simlish,,
Innisgreen,Rupin Chamarra,Adult,Male,Satyr,Nature,NPC-Agent,,"One of Thorne Verdance's many lovers, she wants his help to populate her species",No,Not Started,,,§500,,§500,Destitute,Destitute,The Sylvan Circle,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Moonwood Mill,Astra Whitehowl,Adult,Female,Werewolf,Komorebigan,Unemployed,,albino leader,No,Not Started,,,§500,,§500,Destitute,Destitute,,,,,,,,,,,,,,5,,,,,no humans,"Ravena , Komorebigo",Landshaarer,Both Genders
Moonwood Mill,Tsukine Inukai,Young Adult,Female,Werewolf,Komorebigan,Unemployed,,nine tailed twin,No,Not Started,Inukai,,§500,,§500,Destitute,Destitute,,,,,,,,,,,,,,4,,,,,no humans,"Ravena , Komorebigo",,Same Gender
Moonwood Mill,Tsukio Inukai,Young Adult,Male,Werewolf,Komorebigan,Unemployed,,nine tailed twin,No,Not Started,Inukai,,"Same as tsukine, same household",,,,Destitute,The Barbie Fan Club,,,,,,,,,,,,,4,,,,,no humans,"Ravena , Komorebigo",,Same Gender
Moonwood Mill,Amarok Volkov,Adult,Male,Werewolf,Ravenian,Unemployed,,violent,No,Not Started,,,§500,,§500,Destitute,Destitute,,,,,,,,,,,,,,4,,,,,no humans,Ravena,,Straight
Moonwood Mill,Luka Greyhart,Adult,Male,Werewolf,South Windenburgian,Park worker,,dad,No,Not Started,Greyhart,,"§10,000",,"§10,000",Poor,Poor,,,,,,,,,,,,,,3,,,,,Humans,"Ravena , Windenburgish",,Straight
Moonwood Mill,Zev Greyhart,Adult,Female,Werewolf,South Windenburgian,Naturopath,,mom,No,Not Started,Greyhart,,"Same as Zev, Same household",,,,Poor,,,,,,,,,,,,,,3,,,,,Humans,"Ravena , Windenburgish",,Straight
Moonwood Mill,Aruna Greyhart,Young Adult,Male,Werewolf,South Windenburgian,Daycare Teacher,,kid1,No,Not Started,Greyhart,,"Same as Zev, Same household",,,,Poor,,,,,,,,,,,,,,2,,,,,Humans,"Ravena , Windenburgish",,Straight
Moonwood Mill,Nanuq Greyhart,Teenager,Male,Werewolf,South Windenburgian,"Occult High School , Adventure club Member",,"kid2 Loves Vampire, Elowen Mortem",No,Not Started,Greyhart,,"Same as Zev, Same household",,,,Poor,"The Athletics Club , The Performing Arts and Dance Club , Wild Scouts",,,,,,,,,,,,,1,,,,,Humans,"Ravena , Windenburgish",,Same Gender
Moonwood Mill,Emre Greyhart,Child,Male,Werewolf,South Windenburgian,"Occult Grade School , Scout",,kid3,No,Not Started,Greyhart,,"Same as Zev, Same household",,,,Poor,Wild Scouts,,,,,,,,,,,,,,,,,,Humans,"Ravena , Windenburgish",,
Moonwood Mill,Cael Greyhart,Toddler,Male,Werewolf,South Windenburgian,,,kid4,No,Not Started,Greyhart,,"Same as Zev, Same household",,,,Poor,,,,,,,,,,,,,,,,,,,Humans,"Ravena , Windenburgish",,
Moonwood Mill,Nyra Greyhart,Infant,Female,Werewolf,South Windenburgian,,,kid5,No,Not Started,Greyhart,,"Same as Zev, Same household",,,,Poor,,,,,,,,,,,,,,,,,,,Humans,"Ravena , Windenburgish",,
Moonwood Mill,Lily Zhu,Elder,Female,Werewolf,Komorebigan,Welfare,,Estranged from her vampire family the Vatores MAKE,No,Not Started,Vatore_Zhu,,in game,,,,,,,,,,,,,,,,,,5,,,,,Humans,"Ravena , Komorebigo",,Straight
Moonwood Mill,Kristopher Volkov,Adult,Male,Werewolf,Ravenian,Freelancer,,"Programmer, free spirite and not against humans, Moonwood mill collective leader",No,Not Started,,,§500,,§500,Destitute,Destitute,,,,,,,,,,,,,,5,,,,,Humans,Ravena,Landshaarer,Straight
Moonwood Mill,Jacob Volkov,Teenager,Male,Werewolf,Ravenian,"Occult High School , STEM club member",,,No,Not Started,,,In Game,,,,,The STEM Society,,,,,,,,,,,,,2,,,,,Humans,Ravena,,Straight
Moonwood Mill,Rory Oaklow,Young Adult,Female,Werewolf,Ravenian,Unemployed,,Wildfangs leader,No,Not Started,,,In Game,,,,,,,,,,,,,,,,,,5,,,,,Humans,Ravena,,Straight
Moonwood Mill,Lou Howell,Young Adult,Male,Werewolf,Ravenian,Unemployed,,,No,Not Started,,,In Game,,,,,,,,,,,,,,,,,,2,,,,,Humans,Ravena,,Straight
Moonwood Mill,Celene Lopez,Young Adult,Female,Human,Ravenian,MIXOLOGIST,,"NPC for bar, Well liked by both packs",No,Ongoing,,,In Game,,,,,,,,,,,,,,,,,,,,,,,Humans,Ravena,,Straight
Moonwood Mill,Wolfgang Wilder,Young Adult,Male,Werewolf,South Windenburgian,Librarian,,NPC for library,No,Ongoing,,,In Game,,,,,,,,,,,,,,,,,,3,,,,,Humans,"Ravena , Windenburgish",,Straight
Moonwood Mill,Greg Lunvik,Adult,Male,Werewolf,Ravenian,Unemployed,,NPC,No,Ongoing,Widowed,,In Game,,,,,,,,,,,,,,,,,,5,,,,,,Ravena,,Straight
Moonwood Mill,Avelina Lunvik,Adult,Female,Ghost Culled,Komorebigan,NA,,"DEAD, killed by humans,",No,Not Started,,,In Game,,,,,,,,,,,,,,,,,,2,,,,,,"Ravena , Komorebigo",,Straight
Mt Komorebi,Oda Inukai,Elder,Female,Werewolf,Komorebigan,Unemployed,,,No,Not Started,Inukai,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,3,,,,,no humans,Komorebigo,,Straight
Mt Komorebi,Jin  Inukai,Young Adult,Male,Werewolf,Komorebigan,Unemployed,,,No,Not Started,Inukai,,"Same as Oda, same household",,,,Destitute,,,,,,,,,,,,,,3,,,,,no humans,Komorebigo,,Straight
Mt Komorebi, Rinka Handa,Adult,Female,Mermaid,Komorebigan,"Sakura Guardian Services operations manager, Gang Member",,"simkiza boss, Sakura Operations Manager: “Guides strategic planning and alliance oversight.”  STRAIGHT EDGE",Yes,Ongoing,Tanji_Handa,,"§4,000,000",,"§4,000,000",Rich,Rich,,,,,,,,,,,,,,,,,,,,Komorebigo,Simladian,Straight
Mt Komorebi,Soma Handa,Teenager,Male,Mermaid,Komorebigan,"Elite Private School Student, Chess Team Member",,shy and awkward STRAIGHT EDGE,Yes,Ongoing,Tanji_Handa,,"same as Namiko, same household",,,,Rich,,,,,,,,,,,,,,,,,,,,Komorebigo,,Straight
Mt Komorebi,Cryon Glacius,Adult,Male,Sylvan Fae,Komorebigan,NPC-Agent,,"cold and indifferent,extreme loner, lives in mt korembi on a mountain",No,Ongoing,,,"§50,000",,"§50,000",Poor,Poor,The Sylvan Circle,,Dog,,,,,,,,,Evil,Ice,4,"fairy dust, sprite form, magic reuptake, magic mentor, level headed","banishment, biblio acceleratium, cleanse, cryocast, displacement,excruciate, frost affix, irrelevio,somnium, transfigure, vanish",Elixir of fire resistance,,,Komorebigo,,Straight
Mt Komorebi,Takashi Saiko,Elder,Male,Human,Komorebigan,"Sakura Guardian Services assistant manager, Gang Member",,"Simkuza Right Hand man, Sakura Assistant Manager. “Helps with logistical support and project follow-up.” STRAIGHT EDGE",No,Not Started,Saiko_Komon,,"§400,000",,"§400,000",Middle Class,Middle Class,Cedar Creek Country Club,,Cat,,,,,,,,,,,,,,,,,Komorebigo,Simladian,Straight
Mt Komorebi,Ken Komon,Adult,Male,Human,Komorebigan,Actor/Actress,,Amaterasu's husband,No,Not Started,Saiko_Komon,,"§250,000",,"§250,000",Middle Class,Middle Class,,,,,,,,,,,,,,,,,,,,Komorebigo,,Straight
Mt Komorebi,Amaterasu Komon,Adult,Female,Human,Komorebigan,Education,,takeshi saiko komon's daughter,No,Not Started,Saiko_Komon,,"Same as Ken Koizumi, Same Household",,,,Middle Class,,,,,,,,,,,,,,,,,,,,Komorebigo,,Straight
Mt Komorebi,Honda Komon,Child,Male,Human,Komorebigan,"Elite Private School Child , Science Club",,Amaterasu's kid,No,Not Started,Saiko_Komon,,"Same as Ken Koizumi, Same Household",,,,Middle Class,The STEM Society,,,,,,,,,,,,,,,,,,,Komorebigo,,
Mt Komorebi,Yoko Komon,Infant,Female,Human,Komorebigan,,,Amaterasu's kid,No,Not Started,Saiko_Komon,,"Same as Ken Koizumi, Same Household",,,,Middle Class,,,,,,,,,,,,,,,,,,,,Komorebigo,,
Mt Komorebi,Emiko Hirabayashi,Adult,Female,Human,Komorebigan,"Sakura Guardian Services Protection Agent, Gang Member  , Restaurant Waitstaff at 2-4-2 Wakabamori",,"Simkuza Bodyguard, Sakura  Protection Agent. “Ensures safety of VIPs during crew presence.” STRAIGHT EDGE",No,Not Started,Hirabayashi,,"§40,000",,"§40,000",Poor,Poor,,,Hamster,,,,,,,,,,,,,,,,,Komorebigo,,Straight
Mt Komorebi,Hideo Hirabayashi,Child,Male,Human,Komorebigan,"Grade School Student , Soccer Team",,Emiko Hirabayahi's kid,No,Not Started,Hirabayashi,,"Same as Emiko Hirabayashi, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Komorebigo,,
Mt Komorebi,Kazuo Takagi,Adult,Male,Human,Komorebigan,"Sakura Guardian Services Protection Agent, Gang Member , Restaurant Cook at 2-4-2 Wakabamori",,"Simkuza Bodyguard, Sakura  Protection Agent. “Ensures safety of VIPs during crew presence.” STRAIGHT EDGE",No,Not Started,,,"§50,000",,"§50,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Komorebigo,,Straight
Mt Komorebi,Masaru Kanai,Elder,Male,Human,Komorebigan,"Sakura Guardian Services Protection Agent, Gang Member , Restaurant Host at 2-4-2 Wakabamori",,"Simkuza Bodyguard, Sakura  Protection Agent. “Ensures safety of VIPs during crew presence.” STRAIGHT EDGE",No,Not Started,,,"§50,000",,"§50,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Komorebigo,,Straight
